Category,Length,Views,Rate
Entertainment,385,175992,4.1
Music,239,9247,4.7
Entertainment,56,6483,4.97
Entertainment,34,5349,5
Music,324,5130,4.78
Entertainment,122,661,4.97
Entertainment,573,2242,4.91
Comedy,211,1822,4.71
Music,188,474,4.91
Education,637,1643,4.66
Entertainment,68,2413,5
Entertainment,67,3367,5
Entertainment,135,1322,4.59
Entertainment,63,3522,5
Music,204,1494,4.4
Entertainment,207,1234,4.99
Comedy,353,546,4.95
People & Blogs,24,3873,4.93
Music,501,678,4.94
People & Blogs,81,249,4.81
Travel & Events,35,246,4.81
People & Blogs,595,188,5
Film & Animation,475,552,4.98
Autos & Vehicles,235,14768,4.54
Music,193,1117,5
Film & Animation,147,1610,2.93
Science & Technology,523,138508,4.04
Entertainment,462,196386,4.59
Entertainment,168,429506,4.45
Film & Animation,566,6996,4.9
News & Politics,1784,2379,5
News & Politics,63,73052,4.69
People & Blogs,545,21771,4.86
Entertainment,255,36256,4.17
Science & Technology,25,23905,2.39
Sports,177,2167,3.62
Music,87,9129,4.9
News & Politics,162,5017,4.45
People & Blogs,47,14,0
Entertainment,209,10,0
Music,105,9,0
Comedy,370,1,0
People & Blogs,30,0,0
People & Blogs,71,0,0
Music,472,0,0
Comedy,22,3,0
Sports,318,7,0
Music,262,3,0
Music,180,1,0
Sports,24,1,0
Entertainment,144,4,0
Film & Animation,170,0,0
Autos & Vehicles,70,0,0
Comedy,38,0,0
People & Blogs,30,1,0
Entertainment,208,0,0
Entertainment,123,7,5
Entertainment,169,1,0
Gaming,105,0,0
Travel & Events,29,0,0
Film & Animation,199,1,0
Gaming,113,0,0
Sports,21,0,0
Film & Animation,220,0,0
Sports,22,0,0
Entertainment,89,0,0
Sports,107,1,0
People & Blogs,150,0,0
Music,134,3,0
Gaming,48,2,0
People & Blogs,204,0,0
Gaming,54,0,0
Film & Animation,68,2,0
Music,225,0,0
People & Blogs,49,0,0
Comedy,4,2,0
Pets & Animals,11,0,0
Education,7,1,0
People & Blogs,322,0,0
Gaming,30,0,0
Entertainment,60,0,0
Music,417,2,0
Music,157,0,0
Sports,22,0,0
Film & Animation,578,0,0
Sports,18,17,0
Autos & Vehicles,98,0,0
Comedy,505,0,0
Music,246,0,0
Music,246,9,0
News & Politics,154,0,0
Entertainment,36,0,0
Pets & Animals,19,3,0
Film & Animation,252,0,0
Music,368,2,0
People & Blogs,109,1,0
Gaming,62,0,0
Travel & Events,71,2,0
Comedy,273,0,0
Comedy,79,0,0
Entertainment,227,1,0
Sports,21,0,0
Entertainment,11,0,0
Gaming,336,1,0
Entertainment,68,0,0
People & Blogs,302,1,0
Education,22,0,0
Comedy,230,10,0
Howto & Style,191,4,0
People & Blogs,141,3,5
Entertainment,207,0,0
Entertainment,31,0,0
Film & Animation,189,1,0
Entertainment,89,0,0
Entertainment,87,7,0
Music,146,0,0
People & Blogs,166,1,0
Autos & Vehicles,277,0,0
Music,102,0,0
Music,282,0,0
Entertainment,186,0,0
People & Blogs,51,1,0
Howto & Style,573,0,0
Music,166,0,0
Film & Animation,59,0,0
Entertainment,25,1,0
Music,36,0,0
Film & Animation,5,0,0
Music,561,1,0
Comedy,189,0,0
Autos & Vehicles,50,0,0
Comedy,50,0,0
Comedy,247,0,0
Comedy,117,10544,4.1
Entertainment,71,1177,2.88
Entertainment,183,22303,4.57
Music,133,1131,4.81
Pets & Animals,48,5399,4.34
Travel & Events,269,3101,4.88
Entertainment,160,78725,4.94
People & Blogs,492,3375,4.91
People & Blogs,282,238,5
Travel & Events,67,351,5
Film & Animation,228,1048,4.71
Entertainment,183,4032,4.72
Autos & Vehicles,1124,4470,4.87
Music,269,1822,1.74
Film & Animation,458,1263,4.77
Film & Animation,600,994,4.94
Music,135,319,4.88
Entertainment,234,2829,4.2
Film & Animation,192,1111,4.65
Entertainment,142,572,4.65
Comedy,58,363,5
Film & Animation,28,673,5
People & Blogs,236,382,5
News & Politics,176,90,5
Music,196,11419,4.75
Film & Animation,475,4491,4.67
Pets & Animals,101,71,5
Comedy,51,405,0
Pets & Animals,74,67,5
People & Blogs,485,240,5
Film & Animation,245,762,5
Entertainment,88,916,5
Nonprofits & Activism,654,1082,3.08
Entertainment,234,215682,4.73
Entertainment,194,427985,3.63
Entertainment,220,278291,4.43
Entertainment,307,170419,4.55
People & Blogs,341,242957,4.13
Entertainment,117,152246,4.86
Pets & Animals,43,11302,2.57
People & Blogs,166,98861,4.93
People & Blogs,433,50998,4.69
Entertainment,193,34751,4.71
Comedy,161,33793,4.62
Comedy,158,109443,4.72
Gaming,656,40501,3.68
People & Blogs,599,21247,4.88
Howto & Style,107,25719,4.65
Entertainment,204,58829,4.72
Entertainment,265,31196,4.02
Entertainment,439,64067,4.52
People & Blogs,88,38615,4.64
Howto & Style,417,15073,4.94
Entertainment,56,1141761,3.99
Music,208,313341,4.67
Music,252,193770,4.48
Entertainment,143,905,4.99
Entertainment,107,4804,4.83
Entertainment,42,10547,4.62
Entertainment,236,273,5
Entertainment,196,649,5
Entertainment,137,345,5
Music,265,1005,5
Entertainment,108,2121,5
People & Blogs,47,2928,4.79
Entertainment,136,854,4.83
People & Blogs,154,1910,4.47
Entertainment,170,634,4.5
Entertainment,115,1081,4.95
Comedy,247,2040,4.86
Science & Technology,85,3332,4.81
People & Blogs,460,1122,5
People & Blogs,84,1287,4.84
Comedy,186,1080,4.7
Music,275,1167,4.92
Comedy,409,371,5
Comedy,490,1699,4.75
Travel & Events,117,3154,4.3
Entertainment,87,36270,1.47
Entertainment,470,11565,4.94
Entertainment,130,4956,4.78
Sports,219,17001,5
Entertainment,961,78003,4.78
Entertainment,275,7343,5
Pets & Animals,95,42922,4.94
Film & Animation,262,4643,5
Music,73,20017,5
People & Blogs,229,50463,4.78
Education,451,4990,4.71
Film & Animation,160,33777,4.96
News & Politics,22,3313,3
Music,254,66,0
Comedy,23,9,0
People & Blogs,76,2,0
People & Blogs,569,6,0
Comedy,31,1,0
People & Blogs,247,0,0
Comedy,100,0,0
Comedy,25,0,0
Entertainment,38,9,0
Comedy,201,1,0
Sports,28,0,0
Entertainment,44,7,5
People & Blogs,74,18,5
Sports,176,0,0
People & Blogs,35,1,0
People & Blogs,90,0,0
Entertainment,175,2,0
Entertainment,54,0,0
Sports,58,0,0
People & Blogs,32,0,0
Comedy,32,1,0
Film & Animation,31,0,0
Music,252,0,0
Entertainment,183,0,0
Comedy,38,0,0
Music,548,0,0
Travel & Events,61,0,0
Entertainment,76,0,0
Entertainment,159,0,0
Music,103,0,0
Music,297,0,0
Entertainment,307,0,0
Entertainment,261,0,0
Pets & Animals,122,0,0
Music,173,0,0
Comedy,55,0,0
Entertainment,387,0,0
Music,88,1,0
Music,215,1,0
Music,333,0,0
People & Blogs,42,0,0
Music,157,9,0
Sports,87,0,0
Film & Animation,60,0,0
Comedy,42,0,0
Entertainment,19,0,0
Comedy,158,0,0
Nonprofits & Activism,528,2,0
Sports,31,0,0
People & Blogs,239,2,0
Entertainment,286,2,5
Entertainment,58,0,0
Comedy,35,0,0
Travel & Events,448,0,0
Entertainment,108,0,0
Music,201,3,0
Gaming,76,0,0
Music,587,0,0
People & Blogs,188,0,0
People & Blogs,20,0,0
Film & Animation,26,0,0
Education,570,1,0
Entertainment,274,5,0
Gaming,16,4,0
Film & Animation,45,0,0
People & Blogs,307,12,0
Music,223,0,0
Comedy,44,0,0
Entertainment,428,0,0
Entertainment,210,0,0
People & Blogs,62,0,0
Sports,16,0,0
People & Blogs,211,1,0
Sports,96,1,0
Comedy,51,0,0
Comedy,76,1,0
Music,246,0,0
People & Blogs,230,0,0
Entertainment,531,1,0
Music,151,4,0
Music,234,0,0
Film & Animation,30,0,0
People & Blogs,20,0,0
Film & Animation,482,1,0
People & Blogs,223,0,0
Sports,77,3,0
Sports,131,4,0
Music,251,0,0
Science & Technology,343,0,0
Entertainment,145,1,0
Comedy,26,1,0
Music,246,0,0
Music,231,0,0
Gaming,218,0,0
Comedy,60,1,0
Entertainment,98,1,0
People & Blogs,362,1,0
Howto & Style,366,4,0
Comedy,100,6995,4.5
Entertainment,41,6153,4.83
People & Blogs,128,19864,4.63
Comedy,376,3496,4.89
Entertainment,122,4469,4.74
Education,89,1488,3.74
People & Blogs,319,2808,4.96
Science & Technology,439,8080,4.88
Travel & Events,162,6327,4.12
Entertainment,200,2493,4.91
People & Blogs,95,1363,4.55
Science & Technology,37,2616,4.88
Howto & Style,840,4475,4.9
Film & Animation,530,24510,4.76
Autos & Vehicles,311,14271,4.8
Music,230,358,4.29
Entertainment,607,7211,4.92
Film & Animation,323,1517,4.86
Entertainment,553,913,4.78
Entertainment,612,2874,4.98
Film & Animation,85,113155,4.31
Film & Animation,113,203,5
Film & Animation,36,46,1
Entertainment,212,252,4.2
Music,245,14742,4.81
Entertainment,222,556,4.29
People & Blogs,280,244,0
Music,223,1067,4.91
Entertainment,265,193330,4.74
Entertainment,406,260797,4.74
Entertainment,133,265329,2.29
Comedy,262,107610,4.87
People & Blogs,492,301422,3.89
Comedy,165,156255,4.79
Music,186,148013,4.83
Entertainment,242,151241,4.68
Entertainment,208,84447,3.91
Comedy,107,60536,4.72
People & Blogs,409,93201,4.56
Entertainment,360,36630,4.23
Entertainment,51,49154,4.88
Entertainment,186,115129,4.66
Howto & Style,557,46162,4.86
Music,232,89640,4.25
Entertainment,170,26744,3.88
Entertainment,354,19550,4.97
Entertainment,319,39731,4.82
Entertainment,101,31648,4.66
Entertainment,213,6629,4.69
Music,203,4135,5
Music,161,1483,5
Entertainment,577,5474,4.86
Film & Animation,409,19475,4.83
Sports,310,1198,4.92
Entertainment,201,3724,5
Entertainment,109,1221,5
Entertainment,23,1461,4.95
People & Blogs,125,886,4.84
Music,247,1588,5
Entertainment,34,1618,4.65
Entertainment,153,293,4.89
Howto & Style,268,42650,4.76
Sports,19,33656,4.89
People & Blogs,518,1164,4.97
Pets & Animals,466,540,4.99
Pets & Animals,153,4783,4.92
Comedy,310,441,4.95
Howto & Style,165,18300,4
Music,318,1499,4.44
Education,660,13057,4.94
Howto & Style,129,43080,4.75
People & Blogs,540,8562,4.84
Entertainment,101,14217,4.98
Pets & Animals,148,158753,4.99
Music,493,7160,4.7
Entertainment,64,84358,4.88
Entertainment,3561,8052,4.88
Film & Animation,644,4760,4.65
Entertainment,61,227325,4.66
Music,36,155486,4.44
Comedy,300,84027,3.95
Music,191,16511,4.82
Entertainment,370,13190,4.79
Gaming,37,30718,3.8
Entertainment,111,100947,4.44
Autos & Vehicles,409,11,0
Howto & Style,270,16,0
Travel & Events,12,4,0
Autos & Vehicles,46,2,0
Sports,62,0,0
People & Blogs,170,30,5
People & Blogs,228,2,0
Music,276,1,0
People & Blogs,43,2,0
People & Blogs,37,0,0
Pets & Animals,175,0,0
Film & Animation,1,2,0
Music,165,1,0
Music,314,2,0
Music,225,0,0
Music,72,1,0
Film & Animation,226,0,0
Entertainment,244,0,0
Music,362,0,0
Comedy,218,1,0
Entertainment,68,4,0
Entertainment,210,0,0
Music,262,0,0
Entertainment,228,0,0
Entertainment,65,0,0
Gaming,144,1,0
Music,261,0,0
Sports,81,0,0
Comedy,58,0,0
Entertainment,340,0,0
Music,54,0,0
Entertainment,568,0,0
Comedy,39,1,0
Music,120,0,0
Comedy,442,0,0
Comedy,8,0,0
Comedy,49,2,0
Music,289,2,0
Comedy,22,0,0
News & Politics,147,7,0
Entertainment,4,0,0
People & Blogs,194,2,0
People & Blogs,227,5,0
Howto & Style,107,1,0
Comedy,40,0,0
Gaming,275,2,0
Music,220,2,0
Entertainment,50,0,0
Entertainment,122,1,0
People & Blogs,175,0,0
 UNA ,52,0,0
Comedy,390,3,4
Gaming,101,2,0
Sports,19,1,0
Music,214,8,0
Music,362,0,0
Autos & Vehicles,25,0,0
Howto & Style,372,2,0
Entertainment,45,0,0
Entertainment,3,0,0
Music,377,0,0
Howto & Style,199,1,0
Entertainment,121,0,0
Film & Animation,589,0,0
People & Blogs,40,0,0
Film & Animation,67,0,0
Sports,3,2,0
People & Blogs,596,8,0
Comedy,235,1,0
Entertainment,108,5,4
Entertainment,192,2,5
Travel & Events,80,0,0
Music,93,5,0
Music,220,0,0
People & Blogs,206,0,0
Music,190,1,0
Autos & Vehicles,94,4,0
Gaming,197,1,0
Gaming,142,1,0
Sports,73,1,0
Entertainment,142,1,0
Entertainment,41,0,0
News & Politics,138,1,0
Entertainment,18,0,0
Comedy,46,0,0
Comedy,82,0,0
Music,25,1,0
People & Blogs,36,1,0
Music,136,0,0
Entertainment,320,0,0
Film & Animation,136,3,0
Music,243,0,0
Comedy,21,0,0
Sports,106,4,0
Music,406,0,0
Comedy,36,0,0
Comedy,62,0,0
Comedy,152,4,0
Comedy,230,14624,4.83
Film & Animation,32,214,4.82
Entertainment,160,21454,4.87
Entertainment,277,5841,4.96
Entertainment,120,19039,4.88
Entertainment,177,18645,4.88
People & Blogs,380,1038,4.24
Entertainment,62,13188,4.83
Pets & Animals,226,1311,4.96
Comedy,45,1636,4.7
Entertainment,277,1103,4.99
Autos & Vehicles,971,10687,4.89
Comedy,261,7979,4.83
People & Blogs,271,1384,4.51
Music,151,7515,4.84
Autos & Vehicles,347,10766,4.84
Music,231,2290,4.88
Entertainment,188,4317,4.81
Travel & Events,269,2504,4.92
People & Blogs,558,1323,4.89
Entertainment,101,14394,4.83
Film & Animation,315,272490,4.82
Comedy,141,1437,4.2
Comedy,46,2010,5
Film & Animation,485,43,5
Film & Animation,76,154,4
Entertainment,613,84,4
Entertainment,226,123,5
Comedy,37,410,4.5
Science & Technology,231,438,4.86
Sports,135,160,5
People & Blogs,191,277,5
Entertainment,214,147406,2.76
Entertainment,253,198441,4.85
People & Blogs,619,289757,4.1
Entertainment,348,99644,4.29
Music,21,93380,4.71
Music,228,90663,4.23
News & Politics,167,17113,4.9
Entertainment,74,23286,4.75
Entertainment,191,76334,4.67
Entertainment,115,26886,4.89
Entertainment,156,13246,4.8
Film & Animation,563,64980,4.45
Entertainment,165,78986,4.63
Science & Technology,56,34367,4.88
Entertainment,245,22613,4.94
Entertainment,133,17706,4.72
Entertainment,605,43391,4.83
Music,175,45500,4.52
Comedy,148,337638,4.7
Entertainment,309,15848,4.6
Music,333,3488,4.88
Entertainment,26,6753,4.95
Music,58,1855,4.97
Entertainment,41,8916,4.9
Music,159,2874,5
Music,175,1459,5
Music,226,2420,4.97
Music,199,1659,4.92
Music,233,1762,5
Music,51,2004,5
Entertainment,161,40733,4.88
People & Blogs,172,1538,4.55
Music,139,2383,4.66
Music,213,6008,4.89
People & Blogs,335,1896,4.93
People & Blogs,576,43939,4.73
Music,261,922,5
Entertainment,180,35533,4.04
Howto & Style,9,2277,4.36
Music,133,2247,4.56
Comedy,33,1908,4.56
Music,71,46679,4.72
Entertainment,203,5,5
Entertainment,308,1,0
Music,248,1,0
Gaming,98,0,0
Music,96,27,0
Pets & Animals,78,0,0
Gaming,90,4,0
Gaming,251,1,0
Music,123,1,0
Sports,108,2,0
Comedy,121,3,5
Film & Animation,80,0,0
People & Blogs,233,0,0
News & Politics,119,0,0
Comedy,53,0,0
Entertainment,158,7,5
Entertainment,600,4,5
Entertainment,223,3,0
Gaming,321,7,0
Comedy,92,1,0
People & Blogs,14,0,0
Music,10,1,0
Sports,42,0,0
People & Blogs,265,0,0
Entertainment,120,12,0
Comedy,65,0,0
Entertainment,481,0,0
Travel & Events,202,1,0
Sports,30,1,0
Entertainment,24,1,0
Pets & Animals,78,0,0
People & Blogs,186,0,0
Music,213,0,0
Music,18,0,0
Film & Animation,200,2,0
Entertainment,501,1,0
People & Blogs,129,5,0
Film & Animation,81,1,0
Education,74,2,0
Entertainment,77,11,5
Autos & Vehicles,564,0,0
News & Politics,244,0,0
Entertainment,180,1,0
Travel & Events,57,1,0
People & Blogs,18,0,0
Entertainment,65,1,0
Entertainment,194,0,0
People & Blogs,68,0,0
Music,6,0,0
Entertainment,21,0,0
Sports,40,0,0
People & Blogs,8,0,0
Music,287,1,0
Comedy,180,0,0
Film & Animation,158,0,0
People & Blogs,17,0,0
Travel & Events,151,0,0
Comedy,440,2,0
News & Politics,153,12,0
Comedy,376,0,0
Music,79,0,0
Howto & Style,146,7,0
Sports,41,2,0
People & Blogs,18,2,0
People & Blogs,19,0,0
People & Blogs,46,3,0
Sports,44,0,0
Comedy,174,0,0
Entertainment,451,0,0
Entertainment,350,0,0
Music,80,0,0
Music,59,0,0
News & Politics,184,0,0
Comedy,200,2,0
People & Blogs,147,0,0
People & Blogs,232,4,5
Gaming,151,2,0
Music,286,0,0
Music,553,136,5
Entertainment,131,6,5
People & Blogs,239,0,0
Travel & Events,66,0,0
People & Blogs,141,3,0
Gaming,25,1,0
Music,185,0,0
People & Blogs,79,2,0
Education,659,1,0
Entertainment,141,8,0
People & Blogs,34,0,0
Entertainment,558,8,0
Film & Animation,247,0,0
Sports,268,0,0
Travel & Events,201,6,0
Entertainment,212,1,0
Comedy,93,7,0
Entertainment,138,0,0
Entertainment,313,3,0
Film & Animation,33,1,0
People & Blogs,70,2221,4.7
People & Blogs,232,2002,4.39
People & Blogs,199,1137,3.95
Comedy,135,3962,4.99
Travel & Events,170,1534,4.86
Gaming,5,2984,4.8
Autos & Vehicles,428,3964,4.89
Comedy,136,1591,4.68
Entertainment,2434,1787,5
Comedy,43,3932,4.38
People & Blogs,197,3329,4.89
Music,262,4200,4.94
Sports,180,859,5
Music,118,5609,4.77
Education,211,316,5
Music,290,6116,4.87
Gaming,1708,1917,4.79
Comedy,156,6208,4.93
Music,104,490,4.86
Education,114,7682,4.5
Music,274,3365,4.91
Music,89,106,3
Entertainment,177,86,5
News & Politics,59,172,5
Entertainment,228,113,4.5
Autos & Vehicles,794,27757,4.6
Entertainment,90,204616,4.72
Entertainment,849,180216,4.81
Entertainment,94,188148,4.8
Entertainment,236,126048,4.62
People & Blogs,760,142448,4.4
Entertainment,291,41596,4.92
Entertainment,157,53761,3.51
Entertainment,358,139912,4.95
Pets & Animals,51,90395,4.81
Comedy,195,39025,3.91
Sports,78,36726,4.47
Autos & Vehicles,427,31979,4.93
Sports,46,82139,4.34
Entertainment,519,74382,4.84
Autos & Vehicles,572,20347,4.94
Autos & Vehicles,525,26921,4.93
Film & Animation,107,37581,4.36
Autos & Vehicles,527,23631,4.96
People & Blogs,732,29084,4.65
Comedy,132,40506,4.87
Music,279,592858,4.76
Entertainment,282,4667,4.83
Film & Animation,42,1053,4.97
Entertainment,180,4916,5
Entertainment,180,5110,4.89
Entertainment,157,12310,4.46
People & Blogs,27,5863,4.84
People & Blogs,51,4816,4.6
People & Blogs,233,1490,4.77
Film & Animation,105,302,4.78
Music,229,1672,4.96
Music,600,714,5
Music,179,424,4.71
Film & Animation,212,630,4.92
Music,418,767,5
Music,643,710,5
Music,514,1054,5
Entertainment,265,1239,4.8
Music,182,21740,4.88
Entertainment,259,600,4
Nonprofits & Activism,291,407,4.84
Science & Technology,145,3978,4.84
Comedy,46,217,4.98
Science & Technology,110,1226,4.77
People & Blogs,336,372,5
Entertainment,214,894,3.78
Music,223,9553,4.54
Music,333,12744,4.55
People & Blogs,126,22194,4.78
Music,209,1317,4.88
Film & Animation,70,2596,5
Sports,276,22545,4.92
Film & Animation,105,98072,4.25
News & Politics,603,42674,4.69
News & Politics,20,1688,4
Comedy,272,377722,4.81
Comedy,207,390122,4.6
Film & Animation,21,99,0
Sports,160,0,0
Entertainment,94,0,0
Music,192,12,0
Comedy,154,10,5
Comedy,139,5,0
Entertainment,193,0,0
Sports,42,0,0
Entertainment,142,49,5
Music,53,1,0
Music,318,6,0
Entertainment,162,8,5
Comedy,58,0,0
People & Blogs,44,0,0
Education,253,0,0
Howto & Style,253,5,0
Entertainment,4,0,0
Education,224,4,5
Film & Animation,32,1,0
Entertainment,65,2,0
Autos & Vehicles,25,1,0
Science & Technology,13,0,0
Film & Animation,125,1,0
People & Blogs,123,69,0
Entertainment,183,3,0
Entertainment,11,5,0
Music,395,0,0
Sports,187,11,1
Comedy,18,3,0
Comedy,77,0,0
Entertainment,118,3,0
Film & Animation,62,0,0
Howto & Style,46,1,0
Film & Animation,95,3,0
Film & Animation,202,0,0
Comedy,40,0,0
People & Blogs,40,7,0
Comedy,9,1,0
Music,225,4,0
Entertainment,63,1,0
People & Blogs,190,6,0
Entertainment,49,10,5
Entertainment,78,1,0
Entertainment,19,1,0
Travel & Events,28,3,0
Sports,33,0,0
Entertainment,73,3,0
Howto & Style,174,0,0
Entertainment,61,0,0
Music,331,1,0
Autos & Vehicles,487,1,0
Music,218,0,0
People & Blogs,122,2,0
Pets & Animals,12,2,0
Entertainment,300,0,0
Film & Animation,105,4,5
Comedy,84,0,0
Comedy,128,0,0
Pets & Animals,6,2,0
Music,111,5,0
Comedy,120,3,0
Music,235,7,0
Film & Animation,247,4,0
People & Blogs,16,0,0
Pets & Animals,65,1,0
Music,221,2,0
Music,52,4,0
Entertainment,353,0,0
Pets & Animals,34,3,0
Entertainment,154,1,0
Entertainment,574,1,0
News & Politics,340,0,0
Music,35,3,0
Entertainment,226,4,5
Sports,134,10,5
Comedy,215,0,0
Comedy,81,3,0
Entertainment,4,1,0
People & Blogs,27,0,0
Film & Animation,45,0,0
Pets & Animals,15,1,0
Music,296,0,0
Education,115,0,0
Music,44,1,0
People & Blogs,220,2,0
Entertainment,251,2,0
Sports,152,0,0
Pets & Animals,65,0,0
Entertainment,420,2,0
Comedy,185,4,0
Sports,266,4,0
Comedy,22,0,0
Comedy,145,5,0
Sports,306,2,0
Pets & Animals,144,1,0
Music,43,18,5
Autos & Vehicles,23,4,0
Entertainment,286,0,0
Music,517,0,0
Entertainment,30,971,4.43
Music,191,6975,4.56
Entertainment,197,7497,4.68
People & Blogs,321,6187,4.85
Comedy,267,220,4.95
Autos & Vehicles,491,13507,4.91
Pets & Animals,165,13829,4.83
Education,249,524,3.09
Entertainment,377,3292,4.75
Film & Animation,515,1374,4.96
Comedy,97,3499,4.38
Entertainment,262,2928,4.82
Autos & Vehicles,82,1458,4.91
Entertainment,206,14462,4.78
Science & Technology,85,4244,4.89
Music,258,17217,4.82
Comedy,219,3037,4.68
Comedy,145,811,4.92
Entertainment,263,2936,4.83
Entertainment,96,330,5
Travel & Events,212,234,5
Gaming,268,4653,5
Autos & Vehicles,82,336,4.71
Entertainment,206,89,5
Travel & Events,80,60,5
Sports,45,359,5
News & Politics,57,21375,4.59
Music,191,218992,4.87
People & Blogs,617,188000,4.33
Music,233,159590,4.5
Entertainment,334,83730,4.76
Sports,561,119857,4.72
Entertainment,377,25591,4.52
Entertainment,351,33172,4.47
Entertainment,90,37480,4.1
Sports,611,72350,4.67
Entertainment,464,13395,4.71
Entertainment,763,31275,4.36
News & Politics,187,81316,4.55
Entertainment,262,61007,4.78
Sports,415,70975,4.74
Music,228,32476,4.78
Comedy,101,33509,4.02
Gaming,35,21056,4.94
Music,290,52035,4.55
Entertainment,218,2906,4.74
People & Blogs,84,59823,2.81
Science & Technology,31,33316,2.8
News & Politics,375,24498,4.79
Entertainment,128,23401,4.71
Entertainment,349,2752,4.94
Entertainment,30,1843,4.68
Entertainment,114,2009,4.21
Comedy,114,305,4.88
Music,600,1428,5
Music,515,1572,5
Entertainment,167,1415,4.67
Music,56,3004,5
Comedy,359,147,4.91
Entertainment,130,1568,5
Entertainment,389,5542,4.68
Entertainment,199,515,4.81
People & Blogs,209,401,5
Comedy,127,549,4.84
Education,389,981,4.92
News & Politics,215,334,4.87
Entertainment,626,2440,4.86
People & Blogs,332,232,4.94
Entertainment,617,849,4.68
Comedy,264,190,4.94
News & Politics,77,6906,4.58
Autos & Vehicles,267,127383,4.15
Pets & Animals,270,210105,4.57
Film & Animation,573,30938,4.82
Howto & Style,89,1866,4.91
Film & Animation,566,18236,4.76
Pets & Animals,275,203677,4.33
Entertainment,575,4406,4.86
People & Blogs,60,4120,3.77
Sports,60,118184,2.42
Film & Animation,25,0,0
Comedy,52,0,0
Music,52,13,0
Music,218,45,0
Comedy,98,5,0
Entertainment,87,113,0
Gaming,38,1,0
People & Blogs,93,0,0
Film & Animation,217,3,0
Entertainment,8,2,0
Comedy,55,0,0
Entertainment,18,0,0
Travel & Events,14,0,0
Entertainment,376,0,0
People & Blogs,119,0,0
Howto & Style,568,0,0
People & Blogs,194,2,0
News & Politics,84,1,0
Entertainment,71,14,0
Comedy,24,0,0
Entertainment,219,3,0
Music,150,58,0
Film & Animation,85,3,0
People & Blogs,6,0,0
Autos & Vehicles,15,0,0
People & Blogs,8,2,5
Entertainment,92,2,0
Autos & Vehicles,39,1,0
Music,171,0,0
Entertainment,81,0,0
Entertainment,10,2,0
Entertainment,193,1,0
Music,232,2,0
Entertainment,33,0,0
Education,190,0,0
Comedy,87,1,0
Music,302,1,0
Entertainment,66,0,0
Pets & Animals,103,0,0
Entertainment,205,0,0
People & Blogs,48,0,0
Entertainment,271,0,0
Music,162,1,0
Education,545,0,0
Entertainment,65,32,0
People & Blogs,47,0,0
Autos & Vehicles,45,2,0
Education,84,4,0
Entertainment,278,1,0
Travel & Events,297,1,0
People & Blogs,144,0,0
Gaming,224,1,0
People & Blogs,1,0,0
Entertainment,456,11,0
Travel & Events,42,0,0
Science & Technology,171,0,0
Entertainment,337,1,0
Entertainment,96,5,0
Autos & Vehicles,170,0,0
Entertainment,601,1,0
Gaming,659,0,0
Pets & Animals,115,4,0
Science & Technology,60,9,0
Sports,39,0,0
Entertainment,110,1,0
Entertainment,404,0,0
Entertainment,600,3,0
People & Blogs,499,0,0
Entertainment,93,1,0
People & Blogs,175,0,0
Entertainment,144,1,0
Film & Animation,36,0,0
Gaming,52,0,0
Gaming,195,0,0
Music,153,21,5
Music,314,2,0
People & Blogs,80,3,0
Entertainment,49,1,0
Sports,27,0,0
Music,299,3,0
Entertainment,116,2,0
Entertainment,220,2,5
People & Blogs,329,1,0
Travel & Events,404,0,0
Entertainment,189,0,0
Music,179,3,0
Entertainment,20,10,0
Comedy,56,0,0
Sports,74,0,0
Science & Technology,376,3,0
Entertainment,301,0,0
People & Blogs,80,1,0
Entertainment,73,2,0
Entertainment,66,9,0
Entertainment,73,0,0
Music,226,1,0
Comedy,121,0,0
Gaming,170,0,0
Education,19,761,4.43
Entertainment,157,7031,4.75
Entertainment,651,7843,4.91
Entertainment,51,264,5
Entertainment,350,20894,4.76
People & Blogs,240,1933,4.86
Science & Technology,138,206,4.02
News & Politics,45,22968,4.48
People & Blogs,254,435,4.96
Music,197,440,4.99
Comedy,233,1692,4.75
Comedy,97,655,4.03
Music,87,467,4.96
Entertainment,23,10835,2.98
Comedy,269,664,4.8
Entertainment,114,765,4.8
People & Blogs,10,2590,0
Film & Animation,52,3741,4.89
Music,72,1455,4.98
News & Politics,220,3061,5
Education,187,3421,4.96
Comedy,116,73,5
Entertainment,290,249,5
Music,340,145,5
Entertainment,63,108,5
Film & Animation,60,118,0
Film & Animation,75,414,5
Entertainment,63,96,3
People & Blogs,54,244,5
Comedy,28,456150,4.43
Entertainment,415,180578,4.89
People & Blogs,472,220872,4.37
People & Blogs,41,121925,3.35
Entertainment,681,73658,4.75
Entertainment,221,41573,4.89
Music,49,59426,3.99
Music,215,93854,1.96
Entertainment,92,355781,4.71
News & Politics,346,253314,4.62
Comedy,103,94759,4.71
Music,213,110039,2.7
Entertainment,400,27131,4.96
Film & Animation,92,109224,4.71
Entertainment,202,32657,4.88
News & Politics,23,157594,4.52
Entertainment,380,15927,4.73
Comedy,48,35377,4.68
News & Politics,82,164722,4.15
News & Politics,51,108380,3.77
Music,224,414910,2.79
Sports,144,1245595,4.51
Comedy,159,237034,4.73
Music,244,368656,4.72
Entertainment,432,188912,4.23
Comedy,172,346345,4.39
Music,267,201254,4.66
Comedy,440,19564,4.49
Entertainment,227,908,4.96
