Video ID,Uploader,Age,Category,Length,Views,Rate,Ratings,Comments
rNzVP0Kc6RE,freshholygrail3,1224,Entertainment,601,6,0,0,0
P0z6dY17IzY,hdwsnake,1224,Entertainment,127,0,0,0,0
P_BgCLH7A2c,Jellybeean007,1224,People & Blogs,472,0,0,0,0
lJw40cZx2Sg,AuthentikPinoy,1224,Howto & Style,72,53,5,4,5
unRWj8qY1mQ,CGirl52,1224,Travel & Events,97,0,0,0,0
Ex1oRt4Wf4I,SheddingMeganFollows,1224,Entertainment,542,2,0,0,0
PJnOelkynuk,ocpick,1224,Comedy,229,0,0,0,0
M3g8xOhL9u0,IrishBrit14,1224,Sports,39,0,0,0,0
VMHSOZlVZmk,HyugaNeji987,1224,Entertainment,236,11,0,0,0
gyFczwrvtfA,themodernromance,1224,Music,184,0,0,0,0
WTz-gmo7M0I,behindBrandon754,1224,Entertainment,76,95,5,3,6
AxueYOFaUIg,LepouletquiRock,1224,Film & Animation,213,7,0,0,0
oWfx5FUIFBY,GrenGrensDindin,1224,Comedy,14,3,0,0,0
8Yt2R48d23g,gmanw3,1224,News & Politics,128,0,0,0,0
RIBnO7kdW4A,keenapaul3,1224,Entertainment,214,0,0,0,0
0aAzJx09OHM,Laur017,1224,Sports,278,16,5,1,0
jAItRAVqqWc,casecar,1224,Science & Technology,85,0,0,0,0
D6BMJSj-aoo,EastCoastCanada,1224,Science & Technology,117,0,0,0,0
p2zfLoHoCgk,schwisber,1224,Comedy,347,0,0,0,0
3c-rXTlc_WE,supermanreturns2,1224,Music,292,4,0,0,0
5nQTnVm-L2M,thewinekone,1225,Comedy,459,51455,4.86,2681,3687
uwXFwjKiBso,justinge3rocks,1225,Entertainment,472,14425,4.42,453,731
ZdiaNpPQqEA,FLuffeeTalks,1225,Comedy,284,12448,4.86,900,737
PnoG9US-58s,hardcoremarcus,1224,Entertainment,245,47860,4.2,213,705
mVUNXIVqMao,Megamike345,1225,Entertainment,45,447,4.67,3,388
6pvBi_e1c0U,CP503,1226,Entertainment,112,450,5,2,321
qDtHP96CkVw,farfromsubtle,1226,Entertainment,283,3388,4.93,395,296
eaAJPMzaTUA,MuggleSam,1224,Comedy,217,2645,4.96,240,238
wJnL1eViibc,MeisMeKA,1225,People & Blogs,202,712,2,14,232
qEe25YThgOU,ryannarciso,1225,Music,187,1692,4.72,181,234
iCpX1rnx7-Q,MattG124,1225,Comedy,88,6267,4.67,329,219
k4QM-sikh6o,TehNoobWorld,1226,Entertainment,28,4238,4.94,247,217
O225N65cStk,wronglyaccused,1224,Music,121,37161,4.2,85,170
gCMuAIqcD4w,facebinder,1224,Music,121,30539,4.18,82,155
oKRHrPTbWIA,IceGiantNinetyNine,1225,Comedy,39,2121,4.76,38,147
DzgK0YSyYo0,Gordieiati,1224,Music,183,660,4.93,99,140
hRWGsid21oE,alexfung23,1225,Entertainment,2430,3206,4.98,87,137
FSAm8Fu9-y0,ImJustStoned,1225,Music,242,5586,4.55,67,127
aJ41cQaUqqQ,Arcticfurryincp,1225,Travel & Events,278,684,4.8,55,90
Y5yOpY5Ytj8,ApprenticeA,1225,People & Blogs,381,1609,4.59,97,91
b_9SZ9dkRkM,justinge3rocks,1221,Comedy,266,21518,4.65,574,755
5h_NTw28t5g,Cr8zyCalVlog,1220,People & Blogs,164,583,3.5,8,252
kyW7774cbt4,rowsdowersavesus,1226,Nonprofits & Activism,3,329,5,11,26
0kEb09FdWIY,jfleshdprop,1224,Film & Animation,346,338,5,37,19
IcVSc1ZwIHg,linebro,986,Entertainment,31,68,1,2,3
CxRcM3kS3zk,TehNoobWorld,1226,Entertainment,41,2110,4.89,92,53
ghS9C3-APZU,ilovestarandscout,1223,Pets & Animals,106,66,5,1,4
sdzCt5RF1Ww,rasengan829,1224,Film & Animation,39,210,5,1,12
k7IduK6GUbw,DryBones88,1219,Nonprofits & Activism,46,476,5,2,26
hU-a-M4Ghi0,xKaosu,1182,Entertainment,76,2055,5,7,52
cZ4ycHTOkyk,SouljaBoy,1225,Comedy,296,293803,2.81,3939,4963
vTkz1Gs664Q,AtheneWins,1225,People & Blogs,385,206057,4.48,1471,1014
dmc6uZx6ab4,smpfilms,1225,Entertainment,105,96275,4.75,1389,1042
SwEeLJ5UqwY,tokyofist08,1225,Film & Animation,32,92786,4.9,277,334
k7ptDkR6Yvo,sxephil,1226,Entertainment,93,27403,4.81,1676,1326
vPq1exwMaUs,NetHit,1225,Science & Technology,82,52555,4.71,316,535
67-poSYpVP0,tokyofist08,1225,Film & Animation,32,77915,4.94,222,147
PkprDR6ZGGo,TheMeanKitty,1225,Pets & Animals,138,44955,4.82,1172,1001
y5Ja-E529sU,cubicleBOB,1225,Entertainment,52,49632,2.63,478,547
dYTNJYuEGzE,Irategamer,1224,Entertainment,30,36879,3.75,681,657
9WHsLtGzHwU,therealdemilovato,1225,Entertainment,73,94526,4.85,1494,3762
O4s446juRMQ,hotforwords,1225,Entertainment,223,60998,4.62,844,314
mkVbq7dofAo,AtheneWins,1226,People & Blogs,436,37457,3.66,677,573
sktZWzBKuFc,tokyofist08,1225,Film & Animation,32,64546,4.95,171,72
jts7ZmSufFA,SmackdownDirector,1224,News & Politics,119,59259,4.52,276,807
rN6T5ZXkB8k,carteldejalpa,1224,Entertainment,60,57565,1.8,106,88
Hyph_DZa_GQ,TheOnion,1224,Comedy,182,44093,4.92,1003,424
4c5z6W5YicY,carteldejalpa,1224,Entertainment,35,50728,1.54,155,101
0Kd85T6ApZo,machinima,1222,Entertainment,415,269528,4.73,2841,2841
X8Ih6sOK8PQ,USoldOutCanadians,1225,News & Politics,571,1347,4.97,757,9
pxzEwHX6acU,TheFourthDrake,1225,Comedy,660,9329,4.95,62,38
d_ZcQHV6F7E,ShuKhErNeelChOyA,1224,Music,289,993,5,49,43
AC0zROvcr3M,bobmw200,1225,Entertainment,291,4506,4.14,21,1
6GvCGH5kLbg,IDLITstudios,1224,Comedy,518,1629,4.97,127,84
olm2UOEnv7c,penneyboy245,1225,Entertainment,144,3080,4.97,32,38
tvn6o-KELzo,DCompose,1225,People & Blogs,581,1292,4.97,96,80
Zbx5vNSOYt4,daretobestupidshow,1226,Comedy,436,289,4.93,69,17
tjLbb72SmYI,pamont2,1225,Film & Animation,531,673,4.93,69,48
gCZ5gn5w4_c,alexfung23,1226,Entertainment,2380,1332,4.86,66,49
MNzn6hHlr8g,jabazzy,1226,People & Blogs,306,202,4.97,58,63
CMS_nvAQ7VY,Spartacus121,1221,Entertainment,454,17922,4.4,410,374
wjZkBSl3JRY,andpop,1225,Music,191,293,5,4,5
Er-zuRQCr0k,artscrafts,1218,Music,265,36119,4.22,36,19
NzOQDeZBhZg,,,,,,,,
wN1C91aGKsA,tobaccofreeflorida,1220,Nonprofits & Activism,30,27960,4.65,51,28
6UBP2nXtRRo,ScreenSaverAve,1214,Entertainment,146,160548,4.77,241,343
KcXhHOzq7n0,,,,,,,,
5ubV87ZFJfQ,facebinder,1225,Entertainment,50,19285,3.33,3,7
6kMheNrtcVo,LilMamaVideos,0, UNA ,246,20553,4.7,187,142
TS7dx7eSiP0,,,,,,,,
iwS-1TQXMws,bigbubba4eva,1224,Sports,175,230872,3.79,195,284
QB9ApSJ9nJo,PJAYsTube,1222,Gaming,68,122260,4.7,344,1440
GW3I2FnJZZM,machinima,1224,Entertainment,134,24412,4.71,518,444
N7XrzGpyCQE,jeremyslife,1219,Nonprofits & Activism,227,145898,2.79,298,361
uPeEhuiR_KI,StuntPilot88,1226,Science & Technology,9,12,0,0,0
4hrO8nAql2w,FullBackHustle,1226,Gaming,333,12,0,0,0
133AgtBJNl0,giggles762,1226,Comedy,95,7,5,2,1
JbzBzKDmPEs,MusicVideo11,1226,Music,217,0,0,0,0
7w0WV-BKuH0,putharr,1226,Entertainment,92,1,0,0,0
5m47fbtoJws,,,,,,,,
JR5AJQckAJ8,olerna,1226,Comedy,37,0,0,0,0
pvEUh2SntlM,luvmeforever18,1226,Music,21,0,0,0,0
w-r47lqLmb0,ryanthomasmckay,1226,Comedy,14,0,0,0,0
thWsJ40gEoE,xPuurin,1226,Film & Animation,387,19,5,1,1
WmPkFcwe3d0,TheClanofGaming,1226,Gaming,307,0,0,0,0
goAQnj1tX2g,Zeppelin835,1226,Education,91,28,0,0,1
Am9_Bf0L_mQ,thewizardofpawz,1226,Pets & Animals,125,0,0,0,0
CYpdBgSfppQ,Anime56Blogspot,1226,Film & Animation,481,96,5,1,0
522AQg1blgs,betterthanu93,1226,Entertainment,57,0,0,0,0
esbEpPrGA5M,Sodhisaini,1226,Music,207,0,0,0,0
tuL55HeP6mo,ZzExtreams,1226,Comedy,22,1,0,0,0
ccyjT6SubOM,fiugd,1226,People & Blogs,219,2,0,0,0
dFxOZCNuDWI,BubbleGum263,1226,Music,181,5,0,0,1
toxwYFyXEAo,mmermuys,1226,People & Blogs,82,0,0,0,0
8BejySyPmFo,soccersinginprincess,1226,Music,107,0,0,0,0
BJ4goS1KyiY,luvmeforever18,1226,Music,21,0,0,0,0
70utvWUOihU,cheetomagnet,1226,Entertainment,59,2,0,0,0
ROyLWaP9Bvs,Astronaut15Boy,1226,Education,180,2,0,0,0
lKX2Cwi-2n0,annikadeng,1226,People & Blogs,68,0,0,0,0
uiHRMkJBeZQ,Jacklamb2,1226,Comedy,246,0,0,0,0
Rm4rGTDH5Ho,xpwiincess24,1226,Music,256,0,0,0,0
21qrfItWxUg,eyesniper2,1226,Sports,53,0,0,0,0
VYUxM51JGwE,cryzinwol,1226,Entertainment,354,0,0,0,0
x9lkNu7xegQ,stebsly,1226,Music,519,2,0,0,0
pIB4-9PH8Z8,parot50,1226,Science & Technology,93,1,0,0,0
lu9N4y3lQ8s,trixrs03,1226,Autos & Vehicles,600,4,0,0,0
yKOMu4srLE8,mattdanis,1226,Music,290,1,0,0,0
hmZqdJsBIkw,sallymontreal88,1226,Entertainment,39,0,0,0,0
7ao-AJche-4,jmhuang1,1226,Music,216,1,0,0,0
VVoxMQxg9Eo,luvmeforever18,1226,Music,21,0,0,0,0
f1ebas61usk,gionut,1226,Autos & Vehicles,37,6,0,0,0
EQhogPKjpog,Cechie,1226,Music,347,0,0,0,0
2HtKga6msl8,Firexx7,1226,Comedy,121,4,0,0,0
YoBtKef89Bw,dlrldud2,1226,People & Blogs,430,0,0,0,0
FD8eT3wsvOo,Runxuan,1226,Howto & Style,330,0,0,0,0
vSy2mQenChM,cmscv4,1226,Pets & Animals,16,0,0,0,0
NvcGlrdkaYQ,swade345,1226,Entertainment,482,0,0,0,0
sVUaL8Cy7Ys,halovsmario,1226,Nonprofits & Activism,546,0,0,0,0
82Ixtid0kq8,canadianidol101,1226,Music,401,2,0,0,0
HS8Spy1jlq4,melanflipking3,1226,Entertainment,239,0,0,0,0
xfujpbJisSg,mtbrider44,1226,Sports,4,5,0,0,0
TTxKSgwk5W0,simonpf22,1226,Music,131,1,0,0,0
zH_SCN1ilOk,grech00,1226,Comedy,621,1,0,0,0
JBDtm7qDkSs,anniieeL,1226,Entertainment,123,2,0,0,0
gWweLARjcFM,ptgproject,1226,Music,144,0,0,0,0
4RQnq9JxpNo,sapphireblue36,1226,Music,245,2,0,0,0
YanH8V-jklw,bth35s,1226,Film & Animation,67,0,0,0,0
KR-WNMivHT4,francisetjulie,1226,Comedy,6,0,0,0,0
mxnZ7V7sYkM,randomguyproduction,1226,Comedy,93,0,0,0,0
iDdIqL7Ar6A,pmstoia,1226,Music,60,0,0,0,0
IuhtfYDpRMQ,MarioBrosBest4Ever,1226,Entertainment,124,2,0,0,0
plwtqqSMVvA,samhoule,1226,Autos & Vehicles,30,0,0,0,0
HT6CvNsygVw,QuietTrout,1226,Entertainment,43,1,0,0,0
UFkyMr53_Co,trainguyONR,1226,Autos & Vehicles,124,0,0,0,0
9ENaZ0A1vgc,ZzExtreams,1226,Comedy,202,0,0,0,0
uv63DTDGImQ,luvmeforever18,1226,Music,21,0,0,0,0
tL1OaXL-Zaw,ZaneTruesdalesWife,1226,Film & Animation,220,0,0,0,0
u0CPZRTQaWk,girlchisholm,1226,Pets & Animals,14,0,0,0,0
AbNJkIMeuEw,olipoulet,1226,Film & Animation,18,0,0,0,0
aBH36zz-ig4,ThePunisher129,1226,Gaming,173,0,0,0,0
mXce0rynKek,meer783,1226,Film & Animation,260,1,0,0,0
3zyGeNtgIF0,5slap,1226,Education,104,0,0,0,0
abUhSezS6dM,popprincess1981,1226,People & Blogs,104,0,0,0,0
Hb_zSCJdoxM,GabrieldeChamplain,1226,People & Blogs,600,1,0,0,0
xCUIXrbQWyU,guidounes,1226,Sports,636,4,0,0,0
elOlWY7Axds,TwilightEdwardAlice,1226,Film & Animation,206,5,0,0,0
366_HRA6Y1k,luvmeforever18,1226,Music,21,0,0,0,0
4JrBqCvHONc,calgarygirl36,1226,Music,73,0,0,0,0
1MYq5NBVU0o,xFATALxX,1226,Entertainment,395,1,0,0,0
e71kPXdgHYU,antitito,1226,People & Blogs,217,12,0,0,0
Ff6nfG6A3Kc,lillemontreal,1226,News & Politics,36,1,0,0,0
vocw5jordcM,brandoncoward,1226,Gaming,71,1,0,0,0
uz67C7ddj2w,AlexStangl,1226,Music,264,0,0,0,0
6hVmoCud_wY,MsDaiSyXO,1226,Music,115,3,0,0,0
bYuysW9MNgw,dash309,1226,Sports,362,0,0,0,0
IKlL5DaYjr8,reesew889,1226,Pets & Animals,20,0,0,0,0
ErqHrAOpvYo,ryanthomasmckay,1226,Comedy,53,0,0,0,0
#NAME?,mrtoughpants,1226,Music,243,0,0,0,0
63Xg1exjiHM,GlensterMusicKarafun,1226,Music,254,1,0,0,0
KOmceHBeXEI,andddddd,1226,People & Blogs,267,0,0,0,0
8335XAXSqmU,Tuxthedog,1226,Comedy,74,0,0,0,0
HAqmR8HTEWc,barneykelly,1226,Music,204,0,0,0,0
GCsRSvZk6ww,millernick2,1226,Gaming,145,1,0,0,0
tYs2yxQzF5I,luvmeforever18,1226,Music,21,0,0,0,0
jfbb_M5mq1M,seanwunnabe,1226,People & Blogs,458,3,0,0,1
prbvdxmDlrA,darrenarthur123,1226,Music,19,2,0,0,0
7D1st6SbSFk,ix3Tiamoo,1226,Film & Animation,27,4,5,1,1
CevSpvjWLNc,apolloipodguid,1226,Howto & Style,230,0,0,0,0
S9G-nRKV9XQ,MaSt3RFx,1226,Education,66,1,0,0,0
ixrt4Ep9PZg,DeeRodLive,1226,Sports,44,5,0,0,0
WzxNITHWbz4,talaloute,1226,People & Blogs,19,1,0,0,0
sFoEKQlis5s,luvmeforever18,1226,Music,21,0,0,0,0
XDOjxT46f60,thuphar,1226,Travel & Events,4,4,0,0,0
zBcmgy1yQHo,dark196,1226,Comedy,99,14,0,0,1
RWnt3wsNMmA,MattG124,1227,People & Blogs,155,5190,4.93,191,301
LjPRJoH75MA,DavidMeShow,1227,Music,180,12627,4.94,286,289
tChS-csiMmg,webkinzcontests,1227,Pets & Animals,71,366,5,3,293
Qp7eXG6ATZ0,Davidsfarm,1227,Autos & Vehicles,644,11481,4.86,156,222
PMBXJ9I3pJM,vandoras,1227,Comedy,83,73632,4.73,508,255
bvIC1fl_SfY,LaiYouttitham,1227,Music,100,1066,4.9,176,209
QtyaCfE3Pro,ProtonJonSA,1226,Entertainment,77,5782,0,0,158
Xnubz2BL1UI,MuggleSam,1226,Travel & Events,174,1864,4.84,131,118
PmqlYeRWRSU,neotropic9,1228,Education,94,554,4.66,80,105
QSIxXS2LS-4,BerdanBirdman,1226,Sports,120,9837,4.95,79,106
qrTATGpg0GY,3DGAMEMAN,1227,Science & Technology,229,4764,4.98,50,97
67FbfLWNkos,speedyboy116,1227,Entertainment,623,1336,4.55,82,88
2yLhZoS4QMY,Smokeyfizz,1227,Film & Animation,217,2231,4.97,148,86
9z6ri23hsso,brandon754,1228,Entertainment,107,765,4.74,46,89
qHWIQLGbnC0,lethalgal,1227,Entertainment,405,1446,5,15,79
yX9IilC7adY,blubbaproductions,1227,Entertainment,58,2419,4.66,44,77
FQobgOIsxFQ,hotfornerds,1228,People & Blogs,244,5414,4.53,74,81
p5kBbZR4FgA,Mark9317,1227,Entertainment,566,1969,4.7,84,65
ap0MVsPr2jg,Rurikar,1227,Film & Animation,30,3880,4.93,61,66
psFuGqqP7aA,SteveDangle,1227,Sports,166,699,4.78,23,62
1aZFM6gtQKQ,hiphopcanada,1227,Music,263,3332,4.79,19,27
CwOYSviCnHE,halo2rules1,1228,Entertainment,138,129,5,5,6
hRZlyl-UDS0,specialchannel,1202,Comedy,378,279,4.2,10,5
ji39j3VLtdI,survivorwebcam,1226,Entertainment,102,791,3.83,36,36
wLXlzbUdFzA,TackyAnimationsX3,1226,Film & Animation,569,235,5,1,11
lXpewYjVdu0,skyline8428,1227,Comedy,65,74,4,1,5
e9EMX8okx78,EgalleguillosC,1225,Film & Animation,236,96,3,2,0
9kErrPOK94k,AllBallsDontBounce,1217,Entertainment,152,6464,4.56,9,17
L48O__pdGZs,afterfostercare,967,People & Blogs,404,747,4.86,7,8
0fqhUOFz9OQ,Fred,1227,Comedy,190,669034,4.6,11652,11172
PhlvZuwl_pc,nigahiga,1228,Comedy,197,158260,4.78,7141,9293
IHW7isToPz8,HappySlip,1227,Music,162,166954,4.78,2636,1809
uhhUdkSHK50,TheMeanKitty,1227,Pets & Animals,87,108539,4.72,1028,791
UmLzbrdGsDw,jimbeameraudin,1228,Entertainment,58,87600,1.77,181,0
SnolqomjNdQ,helenaman55,1227,Film & Animation,55,109901,2.25,63,41
onxdCJlpykk,MondoMedia,1227,Film & Animation,99,192751,4.52,929,520
WeiZzCdpMW0,sxephil,1228,Entertainment,242,57195,4.88,2290,2816
A1-rgI0ss1o,makemebad35,1227,Entertainment,158,133035,4.81,3444,5599
2QKISKhkc8o,AtheneWins,1227,People & Blogs,621,92122,4.69,1480,1048
aDho5N62Adc,kelxk3l,1226,Entertainment,533,32354,4.9,230,199
DnuRPDxFFBI,machinima,1227,Entertainment,195,55798,4.52,184,322
e8su6TO4WQ8,hotforwords,1227,Entertainment,378,124781,4.28,527,290
Iaghz7Cav9E,JamesNintendoNerd,1227,Gaming,33,41038,4.92,912,827
IM_mTD3B1rU,alicia5307,1228,Music,167,33814,1.89,9,2
Yafu57wockg,alicia5307,1228,People & Blogs,55,33772,1.8,5,3
ng1VUzfnIaA,Irategamer,1227,Comedy,472,38815,4.2,1772,1259
kpBOUnwQOYg,machinima,1226,Entertainment,66,46417,4.94,673,672
8Q_RXCgtKIg,failblog,1227,Comedy,73,193453,4.55,322,224
ovjAuBuepVA,ilovbradd,1226,Entertainment,508,324018,4.85,1567,1069
k3JwFFdBT3M,machinima,1224,Entertainment,46,270767,3.68,279,330
cp7IfWK3oXw,Justinge3,1227,Comedy,79,28903,4.23,532,899
iSNS2W-eqic,kabjpwns,1227,Entertainment,32,1100,4.97,62,35
2CQmOfXiZJo,ScissorFoxes1,1227,Entertainment,40,4352,4.29,7,4
-8bcmKX2Tz8,etroi14,1227,Entertainment,122,2006,4.6,10,6
A-VYj5AA9tU,beardedwoman,1227,People & Blogs,116,520,4.89,36,33
3oA47yCniYw,SSJDrakenZ,1227,Entertainment,200,1028,4.47,70,34
rv2SmaTg28U,hiphopguru101,1227,Music,205,4706,4.69,51,57
LD8Tfjn_GWA,Antfish241,1228,Comedy,381,721,4.88,60,53
u2IoCTAIck0,MAST3RLINKX,1228,Entertainment,125,500,4.96,47,80
NrkURCSCksw,eternalmerkamoon3,1228,Entertainment,489,860,4.85,27,21
-R-ilep55V8,PrankVote,1228,Comedy,38,695,4.86,70,88
mQOW1xapzhQ,alybay14,1227,Entertainment,121,927,5,7,12
jjDh3nwl-N8,alexfung23,1228,Entertainment,2565,1481,5,67,47
vzKbcnVSCVo,feetishextremer,1227,Entertainment,51,2884,4.8,10,3
PAFjjZ04Jac,,,,,,,,
Uo-VLE7eD-g,daretobestupidshow,1227,Comedy,382,449,5,59,16
ts7vzpDJLyk,MrISIB,1227,Comedy,759,1252,4.78,63,46
e4ukrApQAuE,hairyreasoner,1227,People & Blogs,318,227,4.98,56,38
TrcuFmeyHGA,bonjourbrumaire,1130,Music,216,4911,4.62,21,16
2aQtjrK-nqA,kelxk3l,1226,Entertainment,522,7019,4.62,60,44
dEqYb0QkRFU,,,,,,,,
FYG7E84rGYo,MMAvideoz,1227,Sports,32,7531,5,5,20
7fR4BWQmFSg,hollywoodrecords,1228,Music,230,3360,4.8,44,40
J0s0Y3-BCaw,EppendorfVideo,1203,Music,150,18434,4.61,18,9
1bwOmyMH6qA,HSMFanclub1,1222,Music,137,16632,4.9,86,81
pvKgnkIN8C8,BRADPAISLEY,1227,Music,288,12050,4.95,133,123
T5peFJSWDBY,711711711,1206,Entertainment,600,42457,3.31,124,140
P1reYosMEqI,661JaylaGould,1218,Music,324,160826,4.92,1313,131
xvyaCBeXh9s,hotforwords,1226,Entertainment,332,401974,4.29,575,398
jDQYzopFOaE,TranceDevotee,1222,Music,279,68479,4.76,328,220
M5gu7ty1qm0,Ploop94,1216,Music,181,61288,4.57,141,120
982kosctR_I,AnythingGoesProd,1209,Travel & Events,71,3873,5,12,0
7NYvfTKmUsk,christianmultimedia,1228,People & Blogs,127,209,0,0,1
mJbyhcx8_ZA,mikederda,1228,People & Blogs,166,1,0,0,0
HQOeeekcY_E,mespiky,1228,Gaming,295,5,0,0,0
0ABxO6oug70,pirty02,1228,Music,248,81,0,0,1
bEUhjHexgco,canupoop,1228,Entertainment,32,0,0,0,0
IgzjZFWCSMc,Tianna627,1228,Entertainment,90,19,0,0,0
MdtUyvMefGE,awsomesombody18,1228,Comedy,82,9,0,0,0
3g9-U8C9obY,RottingChimp,1228,Entertainment,18,1,0,0,0
Xv_JjTHMFIE,Boy2in0credits,1228,Comedy,124,1,0,0,0
mxbzWUKxRfQ,plouille,1228,Comedy,86,0,0,0,0
tBxdUVyxlhY,xaviermouraux,1228,Entertainment,356,0,0,0,0
a2exbQmyv5g,rleclare,1228,Travel & Events,30,0,0,0,0
OeF5E1jptmo,powertechnologie,1228,Comedy,24,2,0,0,0
vUrX1xaJzJg,darkmastersnake,1228,Howto & Style,230,1,0,0,0
zHHtobZk3s4,bainzbiznainzez,0, UNA ,24,158,0,0,0
x1iQa6Nas0w,killermike20,1228,Entertainment,172,1,0,0,0
bs3S_n8de2I,CapnWillTurner2,1228,Entertainment,235,0,0,0,0
tPTX2OX2IWU,wonderfulmaylove,1228,Entertainment,541,0,0,0,0
MHPB4JJWQFY,MultiversalNomad,1228,Entertainment,73,0,0,0,0
VkbOnpktiHI,CandyXSwirl,1228,Entertainment,4,1,0,0,0
MpbUzgoKED8,doggiepoo,1228,Entertainment,154,0,0,0,0
#NAME?,commenter,1228,Music,193,1,0,0,0
gq1lCkJtgCM,YoungBodybuilding,1228,Sports,231,8,0,0,0
bjbw-8Mfyv0,UCProductionz,1228,Pets & Animals,60,0,0,0,0
XrBahVqIZV4,fiiii12345,1228,Howto & Style,266,0,0,0,0
5XVUq2up2hI,megadethfan15,1228,Music,43,0,0,0,0
_JkFwwtxbTY,akizer,1228,Comedy,37,6,0,0,0
lw028WmwEs8,Synue,1228,Gaming,622,0,0,0,0
qftukknHfSI,CHRISTINEBOATMAN,1228,Comedy,85,0,0,0,0
ijNTRpApNmE,Killap101,1228,Music,171,2,0,0,0
8lmWNdiFB9M,CapnWillTurner2,1228,Education,181,0,0,0,0
7MzMZj6-DYU,Hiroda1999,1228,Sports,110,1,0,0,0
EofmPXeKvl0,narutofullfights4,1228,Film & Animation,639,0,0,0,0
ymiyHcOBUBk,CanadaSoundtracks,1228,People & Blogs,378,0,0,0,0
pi6-NNvN5Zk,christianmultimedia,1228,People & Blogs,319,0,0,0,0
NdUyls8vtpg,audiohippo,1228,Gaming,26,1,0,0,0
pQXUi56A1rQ,99lynette99,1228,Sports,22,0,0,0,0
uBYystWCjOE,equinoxa,1228,News & Politics,530,0,0,0,0
Ipgb8NiNWj4,austino1994,1228,Entertainment,141,0,0,0,0
36ETGf4evkg,remixers12,1228,Music,168,1,0,0,0
-Qw6bHU-1vU,philipbowser,1228,Music,212,0,0,0,0
iDB0XZbWB3o,plouille,1228,Comedy,336,0,0,0,0
vNppitMKTIM,Metzger00X,1228,Music,9,0,0,0,0
vzq0WI8SbkU,ArchaicStrike,1228,Sports,59,1,0,0,0
6gTUueqAkJw,coreydm676,1228,Music,331,0,0,0,0
0gwMlt9gKoI,humbercollege1,1228,Autos & Vehicles,18,0,0,0,0
dUU7BRunGq8,megadethfan15,1228,Music,37,0,0,0,0
wxP9HC_5w3c,maryus51,1228,Autos & Vehicles,23,2,0,0,0
QMWh2ReIYFE,ball20ball20,1228,Entertainment,51,0,0,0,0
C_pPSEevhMM,razr124,1228,People & Blogs,522,12,0,0,0
lDUHauvYn58,chriskatarn,1228,Education,253,1,0,0,0
CII6jBKsaok,powertechnologie,1228,Comedy,5,3,0,0,0
tUZ6XUBjM1w,thedecas,1228,People & Blogs,37,1,0,0,0
i48s2m8b408,ericpiccoli,1228,Film & Animation,56,0,0,0,0
bDyj0X7_TGw,newfievolt83,1228,Sports,38,1,0,0,0
OjydDyudEpY,3djeweler,1228,Entertainment,36,3,0,0,0
9Ak5Nh1zIQg,11COGS,1228,People & Blogs,376,0,0,0,0
LQmlj_EZ214,megadethfan15,1228,Music,43,1,0,0,0
95jbQFPi4BM,xoAcCuRaCyox,1228,Entertainment,80,2,5,1,1
uoGYLtbYWgA,zymmra,1228,Pets & Animals,36,2,0,0,0
RYG8aLqxpko,babiierawr,1228,Entertainment,243,0,0,0,0
IxWhY1sqQOA,perfectlittlemelissa,1228,Entertainment,290,0,0,0,0
RFn119ul_NY,ExplicitContentMusic,1228,Music,260,1,0,0,0
LfPEzaqjSzY,J360M,1228,Howto & Style,21,0,0,0,0
a22WOpWJEtE,nicolenjohn,1228,Music,171,1,0,0,0
jI9t61q3g8M,blugroud,1228,Education,3,1,0,0,0
1-x8iIRux54,TotallyFanYaoi,1228,Film & Animation,593,48,5,7,3
9MadZbtBAtE,iaudreyy,1228,Entertainment,570,34,5,1,1
HV78YqpejL4,curtillus,1228,Sports,5,0,0,0,0
4py8fC2lTuc,christianmultimedia,1228,People & Blogs,312,0,0,0,0
a7N-hvWUmx0,tinnypoo,1228,Music,71,0,0,0,0
xlR3s_S1C3s,LotusFlower425,1228,News & Politics,154,1,0,0,0
DHGacuh6pPs,ball20ball20,1228,Entertainment,12,0,0,0,0
IlVJxLEB4LQ,PAYAMUTUBE,1228,Music,485,5,0,0,0
2DCA3xJetH4,Grimpunk,1228,Autos & Vehicles,58,0,0,0,0
O5JaGfvYGQo,newfievolt83,1228,Sports,38,1,0,0,0
QsLogw5ukdM,Hanksurvey,1228,Travel & Events,170,0,0,0,0
SOJ1AA4TUsE,Stylesclash360,1228,Film & Animation,600,18,0,0,1
JnQsumzt4K8,abbyM2229,1228,Music,179,1,0,0,0
uLe8AayzqL4,DjordjePetrovic2,1228,Music,221,7,0,0,0
CXfbRUbySug,nathkonan,1228,Howto & Style,255,0,0,0,0
Vg8coQK-XF4,canupoop,1228,Entertainment,9,0,0,0,0
3Y6hKaftw2k,CB4TW,1228,Sports,155,34,5,2,3
C47nF-6HF6M,VidaDominicana,1228,Travel & Events,81,0,0,0,0
o02JC55OA9I,jenpmar,1228,Comedy,96,0,0,0,0
xBIyVUN3KMU,jibsftjibs,1228,Entertainment,77,0,0,0,0
oQuJ_l4j0Og,juisawesome,1228,Entertainment,23,0,0,0,0
AFo93uif6FI,megadethfan15,1228,Music,42,0,0,0,0
MngGRJmAy0w,Bigjoeandlildoug,1228,Music,280,9,0,0,0
NmqXSzV4A7U,whostolemicoolaid,1228,Music,350,2,0,0,0
Fdr27JEgs3s,proud123bbg,1228,Music,200,2,0,0,0
