Length,Views,Rate
406,54208,4.72
199,214930,4.74
276,49631,4.85
388,11511,4.78
780,9450,4.71
150,13940,4.82
209,9822,4.87
193,16741,4.5
325,63393,4.78
863,209780,4.79
320,200557,4.24
230,295432,4.6
397,15638,4.86
78,1804,5
211,130975,4.17
319,22130,4.74
242,48824,4.81
303,21814,4
119,22974,4.04
330,43058,4.2
32,87044,3.92
264,15852,4.25
73,212,5
5,187,0
14,205,0
105,184,5
9,125,0
29,223,0
454,172,0
13,151,0
260,143,0
112,203,0
354,19,4
61,4,0
305,11,0
53,17,0
179,13,0
25,8,0
303,209,0
139,0,0
29,3,0
283,0,0
22,1,1
378,0,0
83,13,0
3,7,0
388,4,0
46,26,0
25,0,0
109,3,0
163,6,5
78,0,0
117,2,0
136,0,0
118,1,0
39,1,0
554,0,0
243,0,0
41,1,0
70,0,0
276,0,0
88,0,0
48,0,0
45,1,0
57,1,0
295,0,0
57,0,0
377,0,0
236,0,0
318,0,0
240,0,0
43,0,0
14,7,0
41,1,0
231,0,0
234,0,0
394,0,0
231,4,0
152,0,0
7,0,0
58,0,0
48,44,3
91,0,0
40,1,0
180,13,2
16,16,0
118,6,5
28,12,0
190,2,0
148,6,0
33,3,0
127,0,0
292,15,5
343,50,5
254,2,0
122,5,0
460,8,0
204,0,0
120,0,0
158,3,0
32,0,0
91,0,0
176,1,0
216,0,0
10,0,0
181,0,0
24,0,0
183,7,0
329,0,0
54,6,0
16,0,0
63,0,0
145,4,0
281,0,0
605,1,0
189,0,0
415,24,5
314,3,0
256,2,0
132,230,1
382,32,0
62,73382,2.63
56,297344,4.77
237,263012,4.38
111,3628,4.61
157,85770,4.31
83,105013,4.92
156,122691,4.48
480,129305,4.81
85,1913,4.61
85,120383,4.29
227,28068,4.34
205,118271,4.9
105,85475,4.69
247,20880,4.93
198,18863,4.86
409,46822,4.9
251,488,5
156,130766,4.87
220,202959,4.67
129,4502,4.66
244,452481,4.47
430,413513,4.72
218,339559,3.91
158,406,5
151,34737,4.53
618,182,4.67
35,146102,4.41
91,2565,5
291,866,3.5
64,247,5
85,237935,3.4
79,278,4
335,31298,4.16
217,1052572,4.58
62,167052,4.86
51,116835,3.98
139,76448,4.78
257,68386,4.59
1266,72958,4.88
453,76527,4.39
31,102007,2.6
300,53549,4.94
34,184282,1.77
497,10478,4.91
194,15019,4.85
217,1561,4.97
218,885,5
260,1094,4
248,1956,2.49
278,798,4.42
194,965,4.65
211,684,3
198,673,3
138,719,4.99
96,462699,4.83
257,42967,4.83
57,119,5
59,133,4.99
59,1642,4.69
330,22719,4.9
61,18039,4.81
59,1579,4.55
312,50983,4.78
649,1067,4.73
70,1780,3.77
585,291434,4.51
635,202092,4.23
641,79460,4.17
450,107603,4.29
192,78579,4.21
216,116094,3.35
295,121511,4.04
333,30654,4.74
32,242222,4.06
534,1103,5
144,6583,5
493,5062,5
207,28145,4.33
345,25142,4.43
224,2812,5
57,2174,3.67
281,18539,4.77
48,35479,4.53
230,102035,4.65
291,53969,4.86
533,9843,4.86
130,19052,4.51
167,80057,4.86
214,6815,5
136,50970,4.68
118,220,0
148,233,4.5
57,204,0
8,210,0
653,222,0
110,206,0
32,214,0
130,206,0
593,231,0
271,222,1
4,70,0
234,41,0
206,36,0
131,33,0
131,36,0
68,0,0
55,1,0
598,40,0
269,0,0
158,10,0
331,0,0
86,0,0
110,0,0
62,2,0
577,0,0
289,0,0
110,0,0
51,0,0
61,0,0
187,0,0
309,0,0
116,0,0
114,0,0
11,0,0
130,0,0
457,0,0
52,0,0
13,0,0
17,0,0
489,0,0
367,0,0
235,5,5
10,0,0
69,185,0
201,1,0
273,6,0
406,8,4
22,3,0
176,0,0
75,19,0
57,1,0
32,1,0
205,10,0
259,3,0
659,0,0
469,29,0
122,8,0
445,1,0
55,13,0
525,3,0
237,57,4.75
214,0,0
162,12,0
82,5,0
443,0,0
157,0,0
7,0,0
55,2,0
5,17,0
32,88,0
22,0,0
31,83,0
248,0,0
20,0,0
48,7,0
67,7,0
122,6,0
23,0,0
25,5,0
414,1,0
235,0,0
523,4,0
50,6,0
444,7,0
33,221,0
551,0,0
601,9,0
267,4,0
45,0,0
180,6,0
29,6,0
443,5,0
115,0,0
6,0,0
96,6,0
265,0,0
212,0,0
224,8,0
167,424216,4.66
202,14156,4.21
200,61121,4.23
449,94851,4.82
246,148636,4.75
259,175594,4.66
205,362555,4.37
455,230771,4.65
797,447055,3.95
107,3423,4.43
6,113844,4.78
44,153209,4.77
497,58775,4.58
241,21512,4.52
464,105998,4.89
600,10833,4.98
189,93129,4.38
481,90238,3.78
1745,321370,4.69
30,745253,2.84
222,4251,4.43
242,138315,4.41
241,5058,5
180,206,5
179,345622,4.63
349,589,5
315,529502,3.91
241,243324,2.76
93,90085,4.36
30,354,3.5
541,158,5
143,200155,4.04
132,146640,3.55
143,104247,4.1
201,101589,3.84
77,86349,3.8
301,83677,4.76
1697,88536,4.72
87,53737,1.49
213,66937,2.69
190,79795,4.78
85,842417,4.29
30,649405,2.69
30,434783,2.56
30,374435,2.56
72,327679,3.42
226,52642,4.9
335,726,2.72
255,535,4.29
300,705,4.57
221,704,4.7
161,709,4.58
242,622,4.59
240,584,3.91
195,618,4.58
221,692,4.87
205,634,4.58
235,45748,4.91
245,33143,4.82
184,11532,4.83
105,47207,4.8
237,13315,4.68
100,9887,4.72
142,291364,3.8
30,321227,2.57
62,59495,4.66
306,207418,4.79
84,74990,2.93
16,181025,2.45
44,9959,4.48
300,114991,4.63
145,3341,4.31
32,19612,3.57
29,109025,4.17
79,18764,4.96
237,54436,4.3
86,76,0
9,37,0
403,57,0
19,67,0
448,73,0
133,72,0
159,26,0
304,29,0
58,53,0
14,81,0
136,0,0
243,4,0
590,0,0
314,0,0
120,5,0
198,11,0
1,18,5
50,117,0
126,3,0
23,1,0
194,4,0
22,11,0
294,4,0
138,0,0
57,0,0
21,0,0
22,3,0
164,4,0
65,0,0
208,13,0
22,1,0
441,6,0
16,7,0
349,7,0
278,5,0
39,26,4.67
565,13,0
93,15,0
30,0,0
92,4,0
39,0,0
176,0,0
227,0,0
312,1,0
37,0,0
96,2,0
129,0,0
223,1,0
61,5,0
250,2,0
192,2,0
103,1,0
34,0,0
61,0,0
12,0,0
56,0,0
266,1,0
298,1,0
31,1,0
2,2,0
239,0,0
73,9,0
39,0,0
70,15,0
432,0,0
83,1,0
74,0,0
60,0,0
607,2,0
172,0,0
14,0,0
123,0,0
182,6,0
63,0,0
445,0,0
41,0,0
47,3,0
56,0,0
47,0,0
44,0,0
218,4,0
124,2,0
7,1,0
7,2,0
310,0,0
467,0,0
55,0,0
480,0,0
28,0,0
32,0,0
251,0,0
132,1,0
146,0,0
262,0,0
46,0,0
331,5,0
209,1,0
42,75,0
120,21704,4.58
37,61075,3.07
779,223395,4.85
410,450282,4.42
72,235197,3.72
266,54380,4.27
94,2964,2.78
209,47501,3.63
236,160038,4.38
143,44832,2.2
183,139124,4.11
213,52851,4.79
1371,13791,4.95
200,82098,4.71
310,11078,4.91
77,1783,4.55
98,11795,4.87
239,2585,4.94
659,9247,3.56
152,42413,4.73
86,534691,4.13
95,510719,4.58
589,1164,0
91,1367,4.15
313,485,3.21
66,1271,4.44
215,1813,4.17
795,258,5
193,1459,3.25
60,229,3.5
184,73202,4.2
162,3092,4.13
89,112,5
129,205,4.2
62,1862585,2.4
138,1372,4.73
105,327368,3.05
173,100067,1.15
261,181367,4.7
58,118294,1.19
207,112687,4.11
119,95244,2.63
53,79826,3.62
593,65504,4.86
563,76678,4.35
643,61352,4.9
190,63203,4.76
614,59102,4.86
640,54681,4.85
21,60884,4.67
399,29867,4.89
127,17828,4.81
17,26882,4.79
201,93282,4.4
48,12436,4.97
263,12031,4.94
252,19000,4.15
48,5298,5
48,7175,4.98
97,26997,4.85
250,8326,4.73
254,37453,4.83
144,6146,4.82
189,53482,4.63
125,2649,4.86
22,49146,4.83
245,105357,4.92
63,238699,4.67
56,35359,4.95
152,23706,4.95
264,35946,4.73
600,6320,4.92
311,10088,4.93
655,2319,4.3
659,5727,3.92
380,4974,4.91
133,6672,4.85
426,6139,4.86
310,202838,4.67
57,448958,4.64
521,103713,4.86
202,11871,4.24
262,13488,4.89
423,698,4.88
168,66052,4.72
117,596,4.76
69,9523,3.95
263,9799,4.83
265,3173,4.39
266,2798,4.48
221,264238,3.14
24,450224,3.15
131,226405,4.56
181,249675,4.13
505,7877,4.72
290,405383,4.76
236,2365,4
288,17,0
90,0,0
108,23,0
283,3,0
243,6,0
167,19,0
300,24,0
563,11,0
223,18,0
120,0,0
58,0,0
320,0,0
120,0,0
295,0,0
5,0,0
162,0,0
196,1,0
253,1,0
166,6,5
266,0,0
8,0,0
162,0,0
41,1,0
20,1,0
180,2,0
82,0,0
67,0,0
221,0,0
480,0,0
234,1,0
214,0,0
116,0,0
83,1,0
352,6,0
66,0,0
1,0,0
102,0,0
377,0,0
271,0,0
50,0,0
48,0,0
164,0,0
107,3,0
31,0,0
571,2,0
44,5,0
130,0,0
310,0,0
184,0,0
71,0,0
78,0,0
117,0,0
31,0,0
55,3,0
552,1,0
198,0,0
217,0,0
75,0,0
261,0,0
125,2,0
208,0,0
242,4,0
33,0,0
188,4,0
18,0,0
216,2,0
341,0,0
172,6,0
201,0,0
590,4,0
86,0,0
189,0,0
175,0,0
48,1,0
63,1,0
13,0,0
7,0,0
649,0,0
99,0,0
72,1,0
70,5,0
48,6,0
13,0,0
302,3,0
38,27,5
57,1,0
42,2,0
205,3,0
176,14,0
19,0,0
104,10,0
101,1,0
14,0,0
284,10,0
93,0,0
203,0,0
420,0,0
91,0,0
197,2,0
599,490887,4.14
42,156136,4.71
238,521633,4.46
511,503106,4.06
72,2670,5
80,13515,4.4
179,153157,4.75
50,15268,3.73
175,967121,4.82
170,193522,3.37
658,44360,4.56
121,42308,4.14
137,48038,4.72
302,142171,4.68
325,34387,4
277,8349,4.88
92,64262,4.85
308,28519,4.83
41,74103,3.03
262,594,0
613,102730,4.34
63,66197,3.93
652,414,5
20,355,4.17
615,1057,4.5
180,100691,3.35
83,190,3.25
41,9820,4.13
84,126472,4.79
60,168736,4.55
470,114073,4.79
75,60226,3.29
169,62444,3.85
214,62220,4.05
302,68871,4.62
251,60687,4.74
99,59117,4.74
254,54679,4.1
65,24653,3.25
126,492360,3.61
65,444541,3.62
109,139341,4.93
308,37553,4.86
363,14515,4.93
209,162294,4.4
236,20247,4.77
246,21109,4.88
181,18466,4.91
180,15181,4.8
186,42366,4.71
279,476704,4.79
76,205058,4.88
179,99996,4.67
253,46879,4.68
33,214208,4.74
69,185749,4.77
106,19831,4.85
475,10963,4.96
657,812,4.47
75,43127,4.28
176,28986,4.74
52,5976,4.9
318,539,4.89
143,1040,4.71
176,76604,4.76
335,15711,4.83
500,15254,4.9
86,54496,2.83
448,4849,4.35
188,13875,4.73
50,32020,4.2
241,88621,4.27
246,36659,4.35
205,369335,4.45
123,126,0
264,131,0
112,85,0
30,229,3
185,122,0
213,68,0
633,83,0
183,111,0
61,106,0
58,97,0
537,0,0
64,0,0
47,18,0
95,0,0
92,1,0
159,3,5
444,123,5
547,0,0
261,2,0
66,1,0
32,9,0
584,0,0
17,4,5
142,1,0
41,0,0
48,110,4.33
217,3,0
404,0,0
53,2,0
5,0,0
63,0,0
227,0,0
79,1,0
74,0,0
226,0,0
225,2,0
87,1,0
122,1,0
318,0,0
115,1,0
332,3,0
394,5,0
193,8,1
101,48,5
26,13,5
17,2,0
47,0,0
160,1,0
1,0,0
59,240,0
23,0,0
199,1,0
54,0,0
306,0,0
400,34,0
234,0,0
228,1,0
507,35,5
195,52,0
119,0,0
80,2,0
154,0,0
7,2,0
268,0,0
294,12,0
8,1,0
523,0,0
176,3,0
13,6,0
155,0,0
33,0,0
22,0,0
446,0,0
179,0,0
424,0,0
135,11,0
430,0,0
34,1,0
23,0,0
57,0,0
348,0,0
551,36,5
345,4,5
211,1,0
65,0,0
537,2,0
467,0,0
47,1,0
27,1,0
44,1,0
600,0,0
2,0,0
242,0,0
303,4,0
99,2,0
639,0,0
448,1,0
227,0,0
145,512852,4.61
216,202,3.46
134,69850,4.92
98,63986,4.63
204,165936,4.58
258,42649,4.88
656,460770,4.49
329,43708,4.78
219,15347,5
45,49019,1.45
97,70814,3.03
188,19934,4.84
600,137761,4.86
123,32706,4.93
70,49584,4.57
155,13635,4.9
876,42785,4.81
276,63031,4.72
19,205698,4.46
191,43106,4.52
116,211152,4.13
223,391452,4.63
548,375533,3.77
478,107728,4.15
204,600,4.25
240,4752,3.67
329,136770,4.15
177,94212,4.19
270,193,5
136,647193,4.03
362,881,5
30,603,5
185,438,5
138,166018,4.05
205,221786,4.64
125,110171,4.44
281,98238,3.87
99,75764,3.38
91,77730,4.36
79,80257,4.15
168,81430,4.55
58,140096,4.66
467,69608,4.74
161,66426,4.78
44,64247,4.07
31,77366,2.33
56,57362,4.54
155,64590,4.62
147,1151708,3.86
93,422838,3.86
19,389245,2.56
589,300429,3.42
13,331799,4.62
345,37729,4.84
256,38753,4.82
235,28703,4.81
188,22915,4.91
249,5403,4.96
43,4058,4.94
208,8053,4.9
71,31681,4.85
238,31964,4.79
425,25003,4.97
228,15592,4.82
408,25503,4.57
98,199661,4.46
41,236953,4.9
180,4847,4.72
51,16037,4.99
227,18362,4.94
164,15339,4.87
892,20117,4.85
119,56189,4.73
225,13667,4.85
118,133005,4.86
305,187732,4.12
108,571704,4.81
208,188616,3.1
274,158141,4.04
94,62450,4.29
121,26865,4.71
74,9054,4.93
149,32598,4.32
442,95740,4.61
30,385632,4.58
98,77355,3.95
31,158,0
45,122,0
121,127,0
4,0,0
35,124,0
55,143,0
64,76,0
287,53,0
127,61,0
196,100,0
492,7,0
242,9,0
598,9,0
263,17,0
600,0,0
205,1,0
385,3,0
119,4,0
227,11,0
840,0,0
139,21,5
94,2,0
135,0,0
208,12,1
66,3,0
82,13,0
137,5,0
412,4,0
4,1,0
90,7,0
29,3,0
35,5,0
56,0,0
248,17,5
101,30,0
7,11,0
79,0,0
462,20,0
258,0,0
361,0,0
63,217,0
20,1,0
22,0,0
83,2,0
297,0,0
90,4,0
265,1,0
186,0,0
34,0,0
147,11,0
40,6,0
240,0,0
110,39,0
50,0,0
15,19,0
18,0,0
215,0,0
23,98,0
141,7,0
194,1,0
313,4,0
19,16,0
321,2,0
619,2,0
127,1,0
6,12,0
213,3,0
11,0,0
476,0,0
31,1,0
103,12,0
20,1,0
101,0,0
22,1,0
321,0,0
308,0,0
306,1,0
44,4,5
539,36,0
600,4,0
213,19,5
200,9,0
209,0,0
119,1,0
45,13,5
57,0,0
238,0,0
250,1,0
122,0,0
313,0,0
54,0,0
43,3,0
79,0,0
57,0,0
216,29,0
348,0,0
107,9,0
31,0,0
66,0,0
267,382379,4.44
100,172910,4.91
41,53257,3.9
645,115492,4.82
188,133981,3.66
169,93486,4.09
195,33288,4.41
185,116883,3.31
287,782,3.86
243,199129,4.44
43,1630,3.25
111,22420,4.7
313,2004,4.73
243,122384,4.45
1200,43780,4.85
103,90013,4.44
481,588,4.27
226,108932,4.44
484,18282,4.39
450,15456,4.51
222,1723,4.39
130,287,4.64
105,184813,3.92
20,202,5
656,2763,2.33
597,287,4.78
203,317426,4.31
546,691,4.73
160,1125,4.82
142,447,5
106,8770,4.85
16,192926,1.28
67,110092,3.05
54,103403,3.94
40,90327,4.14
243,117265,4.29
242,97004,4.45
76,78419,1.45
15,65950,3.62
291,69254,4.64
221,76287,4.33
232,78387,4.86
24,29236,1.32
115,427976,2.63
197,411490,4.3
319,40618,4.88
229,2789,4.99
15,32135,4.79
146,1109,5
106,16162,5
185,26687,4.66
260,4085,4.96
178,20444,3.9
183,7297,4.71
80,5231,4.94
69,8113,4.96
249,6216,4.78
297,9979,4.81
611,7738,4.62
150,211,4.9
83,7503,4.85
117,213368,4.5
193,459868,3.69
29,2120,4.85
250,14643,4.6
253,13103,4.85
264,46774,4.69
93,90843,4.22
350,8041,4.43
399,11298,4.57
0,169,0
16,132,0
78,152,3
211,130,0
97,124,0
32,109,0
166,189,0
56,98,0
146,45,0
334,111,0
120,25,0
64,0,0
479,18,0
312,180,0
556,16,0
259,1,0
191,0,0
51,17,0
241,0,0
176,14,0
487,0,0
59,45,0
187,1,0
79,0,0
7,0,0
414,9,0
99,1,0
259,0,0
212,0,0
307,38,0
147,17,0
30,109,5
88,8,0
6,0,0
8,23,0
361,0,0
80,201,0
70,8,0
128,0,0
9,8,0
470,0,0
22,2,0
10,0,0
601,0,0
37,1,0
323,1,0
370,5,0
152,5,0
1,4,0
38,0,0
335,105,0
79,7,0
79,0,0
17,8,0
245,0,0
50,12,0
402,1,0
182,3,0
152,0,0
15,0,0
117,7,0
158,0,0
214,0,0
182,0,0
63,0,0
11,18,0
251,9,0
111,1,0
100,1,0
38,0,0
63,5,0
199,11,0
131,5,0
278,0,0
63,0,0
297,0,0
240,0,0
26,0,0
147,15,0
159,0,0
66,5,0
265,21,5
22,0,0
130,11,0
34,6,0
260,5,0
185,0,0
320,0,0
105,0,0
4,0,0
244,7,0
53,0,0
71,7,0
120,7,0
70,0,0
54,0,0
260,0,0
201,6,0
147,0,0
33,282176,4.74
219,250303,4.73
421,122462,4.78
279,55635,4.23
213,227828,4.29
221,112961,4.21
88,1398,4.65
554,70724,4.78
46,13393,4.73
255,85976,3.77
159,267268,4.4
181,174586,4.44
267,6118,4.76
337,332738,4.69
124,14631,3.67
206,8537,4.73
26,2108,4.2
225,86588,4.76
1495,99735,4.94
39,1667,5
2252,66,0
259,772,3.45
5,20509,4.54
229,247,2.33
231,92198,3.81
657,289,5
52,18004,4.17
135,324981,3.37
76,129270,3.06
451,355,4.75
75,122692,3.02
104,105512,4.76
233,108403,4.16
173,106871,4.69
145,122820,4.7
249,81256,3.99
333,60043,4.81
98,58576,1.91
70,55936,4.75
395,941766,3.95
223,16175,4.89
358,724,5
177,2987,4.98
73,1951,4.96
248,13325,4.91
183,18977,4.89
480,8388,4.97
510,1124,4.87
199,43461,4.82
101,16843,4.94
287,10593,4.99
535,19540,4.94
234,207234,4.81
552,23958,4.79
182,11456,4.91
599,4874,4.96
338,42189,4.99
81,5823,4.85
1429,263598,4.72
313,114135,4.09
220,102418,4.17
171,76501,4.78
153,53200,4.89
181,27058,4.73
126,41408,4.85
160,49328,4.18
236,26391,4.83
45,917766,4.81
213,23153,4.49
45,14602,4.73
160,1084829,4.42
33,16340,3.17
540,15350,4.91
38,21663,4.97
340,207,0
14,227,0
66,201,1
577,226,5
138,228,0
80,214,0
273,243,0
164,218,0
23,210,0
374,203,0
24,27,0
6,90,2
43,25,0
107,49,0
74,0,0
117,8,0
27,0,0
220,6,0
50,1,0
6,1,0
115,9,5
280,1,0
409,2,0
9,0,0
46,0,0
300,0,0
28,14,0
224,8,0
65,0,0
109,27,0
27,0,0
89,0,0
9,3,0
31,7,0
220,7,0
150,8,0
68,0,0
213,4,0
100,14,0
160,0,0
78,1,0
20,1,0
255,0,0
16,1,0
68,0,0
92,0,0
91,0,0
143,6,0
135,1,0
12,0,0
38,0,0
588,3,0
7,0,0
83,0,0
62,2,3
265,1,0
14,5,0
215,0,0
27,0,0
21,11,0
118,2,5
100,2,0
447,17,5
60,0,0
168,1,0
36,16,0
213,2,0
90,0,0
34,12,0
28,0,0
35,0,0
345,4,0
373,12,0
37,1,0
8,64,0
397,0,0
16,1,0
102,0,0
153,35,0
146,0,0
16,0,0
193,6,0
9,0,0
246,6,0
214,5,0
42,0,0
113,2,0
95,7,0
185,0,0
217,0,0
78,4,0
57,2,0
53,0,0
212,1,0
188,9,0
608,0,0
279,6,0
170,18211,4.42
134,108095,4.6
250,139652,4.69
177,10638,4.8
316,35894,4.64
54,816,4.91
659,6202,4.97
239,803,4.82
398,207,4.82
934,13037,4.53
120,1197,3.81
115,1189,4.96
374,2651,4.93
94,1950,5
63,217,5
343,865,4.97
366,3620,4.89
213,239,4
257,13772,4.92
60,460,4.66
320,16640,4.76
61,51681,4.27
374,16383,4.89
230,66749,4.24
217,2537,4.9
114,10584,4.11
48,12996,4.94
151,7885,4.67
531,9209,4.73
67,1789,4.85
263,1123,3.09
161,778,4.83
34,581,5
549,5623,4.8
205,1257,4.87
226,11507,4.63
211,215,5
655,1557,4.41
50,3035,5
569,1793,4.8
200,1152,4.53
94,12628,4.95
392,1061,4.5
114,629,4.78
99,828,4.98
316,266207,4.47
250,191983,4.61
180,205,4.82
168,244144,4.35
32,94135,4.8
113,149156,4.61
201,88676,4.86
316,59639,4.67
325,97992,4.72
80,130953,4.66
207,38005,4.73
1476,171567,4.65
240,38422,4.6
330,22696,4.73
229,42099,3.68
260,15783,4.87
290,217,4.87
397,320276,3.99
177,180246,4.69
347,199801,4.28
248,19948,4.46
169,207,4.97
187,2397,4.9
316,10226,4.75
101,1407,5
651,969,4.74
115,634,4.93
323,3294,4.41
85,2458,5
113,785,4.52
580,1284,5
213,84323,4.2
288,18682,4.89
431,6123,4.82
176,4844,4.91
265,1152,5
257,2114,4.74
475,441,4.71
389,24865,4.52
271,7954,4.82
589,9788,4.85
52,34867,4.91
133,3224,4.27
337,83540,3.47
202,1603,4.54
90,66181,3.49
196,34950,4.69
75,4885,4.65
169,3326,2.62
267,36125,3.98
67,30667,5
139,1313,4
95,81650,4.9
155,379939,3.08
195,8851,1.65
143,54242,4.75
480,3203,4.92
122,72467,4.44
546,12280,4.13
285,26508,3.83
329,333114,4.04
19,1230,4.65
261,20711,4.5
307,9,0
20,0,0
431,22,4.2
270,0,0
54,3,0
78,1,0
3,9,0
66,1,0
171,8,0
107,3,0
17,1,0
98,1,0
243,0,0
229,1,0
56,2,0
171,1,0
236,2,0
159,0,0
253,0,0
367,2,0
389,2,0
115,6,0
195,0,0
328,0,0
136,0,0
3,2,0
114,0,0
310,2,0
59,0,0
42,0,0
223,0,0
593,0,0
126,1,0
72,12,0
32,0,0
30,1,0
176,1,0
36,0,0
461,4,0
542,0,0
81,0,0
61,36,0
206,0,0
659,73,5
23,2,0
403,0,0
76,4,0
186,0,0
247,2,0
134,0,0
210,5,0
51,0,0
133,1,0
310,0,0
16,1,0
60,1,0
29,2,0
268,0,0
22,4,5
512,0,0
134,0,0
46,0,0
27,0,0
14,0,0
24,1,0
109,0,0
151,1,0
191,0,0
7,0,0
68,0,0
435,7,0
170,0,0
30,0,0
100,11,0
442,0,0
41,0,0
19,1,0
48,1,0
659,9,0
215,7,0
176,0,0
186,0,0
105,1,0
25,6,0
149,23,0
29,3,0
4,3,0
356,0,0
453,1,0
180,3,0
31,3,0
150,2,0
81,2,0
490,0,0
284,0,0
31,0,0
205,1,0
221,1,0
41,0,0
19,3,0
321,159451,3.83
228,9823,4.86
255,2028,3.89
40,269,0
40,3768,4.87
251,1890,4.91
175,2519,4.96
83,1174,4.8
53,8966,4.72
97,3006,4.54
40,749,4.95
608,5870,4.83
256,735,4.87
372,522,4.36
642,1326,4.78
45,2003,4.94
47,284,0
83,792,5
50,769,4.4
40,54,0
161,396,4.25
188,21,1
83,71365,4.48
217,314,5
37,1223,5
269,830581,4.89
208,353201,4.89
218,151322,4.79
31,141538,4.65
242,85114,3.91
351,81292,4.57
51,115329,4.87
23,59606,4.59
540,28531,4.89
548,21653,4.9
373,43900,4.83
567,26257,4.88
242,106043,4.65
168,23117,4.11
156,98513,4.78
265,46515,4.82
536,20782,4.9
550,20538,4.91
552,18927,4.93
186,277941,4.51
165,2709,4.95
61,5269,5
87,16816,4.55
183,3042,4.52
207,569,5
190,424,4.98
196,1084,5
277,2042,4.82
98,2237,0
201,482,5
154,4753,4.6
233,754,4.73
244,837,5
218,953,4.81
473,10997,4.93
450,819,4.78
105,1154,4.88
261,559,4.89
106,1393,4.96
585,873,4.88
319,11869,4.89
103,503,5
178,38212,3.74
186,3553,4.2
170,3688,4.6
179,111444,4.17
163,68526,4.77
177,41493,4.73
36,10776,4.71
583,36884,4.73
102,1033,2.6
71,7235,4.5
111,59843,2.5
60,2757,4.08
90,202,0
25,157,0
52,1,0
200,4,0
12,0,0
601,5,0
11,0,0
48,1,0
273,0,0
430,0,0
78,1,0
148,0,0
5,0,0
207,0,0
440,0,0
38,1,0
305,0,0
102,0,0
545,2,0
125,1,0
41,0,0
489,0,0
67,3,0
15,2,0
540,0,0
86,0,0
22,0,0
390,1,0
64,2,0
173,1,5
28,4,0
23,0,0
455,2,0
223,0,0
130,0,0
293,1,0
112,3,0
63,0,0
130,0,0
21,0,0
209,3,5
176,1,0
91,3,0
212,3,0
45,0,0
48,104,0
180,1,0
42,0,0
131,10,0
86,0,0
26,0,0
155,0,0
61,0,0
403,0,0
236,1,0
11,0,0
223,0,0
12,1,0
301,0,0
230,0,0
108,0,0
29,6,0
242,3,0
175,1,0
38,0,0
44,0,0
273,0,0
112,1,0
237,5,4.5
290,1,0
206,0,0
15,0,0
499,0,0
209,0,0
409,0,0
36,0,0
331,0,0
362,1,0
229,0,0
68,0,0
9,1,0
18,1,0
150,0,0
65,0,0
189,4,0
10,0,0
300,5,0
96,33,5
6,0,0
70,0,0
314,4,5
9,3,0
162,2,0
46,0,0
7,1,0
423,0,0
148,3,0
55,5,0
144,1,0
132,22903,4.84
253,6676,4.91
182,4588,4.75
392,8431,4.83
226,13307,4.6
140,881,4.77
219,2602,4.61
519,4641,4.87
79,4907,4.64
62,2140,4.94
186,4590,4.8
143,4767,4.94
555,1971,4.95
150,3129,4.68
149,1573,4.79
26,163,5
115,1777,4.6
111,3236,4.37
471,2035,4.88
213,127,5
295,7633,3.79
916,302879,4.51
113,494,4.66
332,685,5
71,92,1
249,6995,4.87
263,10876,4.64
399,348,4.47
102,323831,4.8
512,311774,4.01
41,275501,3.11
597,142943,4.92
98,153349,4.9
163,60101,4.8
201,49228,3.46
267,76069,4.84
42,142332,3.71
50,128072,4.28
271,72933,4.67
59,100238,2.43
191,47953,4.88
51,80173,3.82
169,66016,4.72
480,36370,4.6
87,40336,4.83
343,17357,4.79
620,40384,4.97
186,339496,4.61
462,905658,2.23
167,400,5
335,905,4.94
148,1004,5
27,740,5
255,612,4.76
142,2088,4.62
152,1080,4.97
215,671,4.94
250,456,4.93
210,430,5
164,1828,5
151,1920,4.91
116,1760,4.74
195,471,4.83
577,446,4.94
281,599,4.05
212,2706,4.67
156,45814,4.67
219,8039,3.05
302,13,0
196,16,3
75,79,0
42,0,0
19,41,1
456,1,0
383,0,0
87,0,0
192,2,5
46,0,0
59,0,0
53,12,0
202,0,0
287,3,0
31,3,0
573,5,0
212,3,0
30,0,0
79,0,0
79,0,0
66,11,5
277,3,0
239,4,0
207,0,0
157,0,0
140,0,0
319,1,0
14,8,0
192,0,0
597,1,0
546,0,0
26,1,0
237,0,0
241,0,0
305,0,0
575,0,0
68,0,0
418,0,0
299,3,5
82,3,5
57,0,0
143,0,0
30,0,0
358,2,0
213,0,0
57,0,0
15,2,0
103,0,0
62,2,0
63,8,0
491,0,0
34,0,0
93,0,0
66,1,5
365,1,0
49,0,0
69,6,0
160,22,0
38,3,0
41,3,0
45,0,0
299,0,0
212,7,0
220,4,0
134,4,0
214,0,0
10,1,0
204,1,0
170,6,0
292,0,0
221,1,0
120,1,0
108,9,0
18,0,0
193,1,0
41,3,0
223,2,0
40,9,0
592,0,0
601,6,0
127,0,0
472,0,0
72,53,5
97,0,0
542,2,0
229,0,0
39,0,0
236,11,0
184,0,0
76,95,5
213,7,0
14,3,0
128,0,0
214,0,0
278,16,5
85,0,0
117,0,0
347,0,0
292,4,0
459,51455,4.86
472,14425,4.42
284,12448,4.86
245,47860,4.2
45,447,4.67
112,450,5
283,3388,4.93
217,2645,4.96
202,712,2
187,1692,4.72
88,6267,4.67
28,4238,4.94
121,37161,4.2
121,30539,4.18
39,2121,4.76
